,BRANCH,LOCATION,geometry,LATITUDE,LONGITUDE,list of dict
24,Edgebrook,"(41.997213372156295, -87.76211751799003)","POLYGON ((-87.761118 42.011289, -87.762118 42.011507, -87.764828 42.009213, -87.767346 42.008442, -87.768118 42.005087, -87.768415 42.005916, -87.769307 42.006213, -87.769369 42.007213, -87.771007 42.009213, -87.772118 42.009296, -87.772146 42.008213, -87.773404 42.007213, -87.773871 42.006213, -87.776289 42.006384, -87.777129 42.005225, -87.778135 42.005213, -87.778372 42.004213, -87.780118 42.003802, -87.780118 42.002999, -87.778896 42.002435, -87.77863 42.001701, -87.777118 42.001423, -87.776769 42.000562, -87.775118 42.000357, -87.774872 41.999459, -87.773118 41.999321, -87.772926 41.998405, -87.771066 41.998161, -87.774118 41.998107, -87.774375 41.998956, -87.778285 41.999046, -87.779118 42.000921, -87.780118 42.000779, -87.780597 42.000213, -87.779834 41.999497, -87.779952 41.998048, -87.782548 41.997213, -87.780795 41.996536, -87.772055 41.996275, -87.771881 41.993449, -87.76905 41.993146, -87.772282 41.993049, -87.773118 41.993898, -87.774118 41.99381, -87.774279 41.993213, -87.773375 41.991956, -87.771836 41.991495, -87.771118 41.990369, -87.770033 41.990298, -87.769859 41.989472, -87.768376 41.989472, -87.768198 41.990294, -87.767056 41.990275, -87.767866 41.989962, -87.768118 41.989055, -87.770375 41.988956, -87.771118 41.989672, -87.772273 41.989213, -87.771118 41.985489, -87.770118 41.985436, -87.769283 41.984213, -87.768118 41.983601, -87.766536 41.984213, -87.766657 41.985213, -87.766118 41.985918, -87.765118 41.984638, -87.764118 41.985818, -87.763118 41.985987, -87.762118 41.985499, -87.760118 41.985763, -87.759715 41.986213, -87.761118 41.987617, -87.763322 41.988009, -87.764118 41.990072, -87.765189 41.990142, -87.765118 41.99129, -87.7649 41.990431, -87.764118 41.990322, -87.762214 41.991213, -87.762299 41.993032, -87.763174 41.993157, -87.763275 41.994056, -87.764158 41.994254, -87.762078 41.994252, -87.761993 41.993337, -87.761046 41.993213, -87.760956 41.991375, -87.759279 41.991375, -87.759168 41.992264, -87.758062 41.992269, -87.757822 41.989509, -87.756924 41.989213, -87.757815 41.988213, -87.756388 41.986943, -87.755748 41.986844, -87.754118 41.98766, -87.753118 41.987299, -87.751777 41.987873, -87.751777 41.988554, -87.752368 41.988963, -87.752118 41.989377, -87.749791 41.98954, -87.748118 41.988689, -87.747803 41.988899, -87.746944 41.990213, -87.747975 41.991213, -87.747115 41.992213, -87.747371 41.994467, -87.745118 41.996552, -87.743896 41.996435, -87.743118 41.995355, -87.741224 41.997213, -87.748118 42.002647, -87.749118 42.000009, -87.749326 42.005213, -87.750118 42.005848, -87.751118 42.005936, -87.753516 42.008213, -87.757402 42.010929, -87.758118 42.011124, -87.758887 42.010213, -87.75873 42.009213, -87.759277 42.008054, -87.759713 42.009618, -87.760419 42.009912, -87.761118 42.011289))",41.997213372156295,-87.76211751799003,"[{17031110100: 0.25834524998176933, 17031120300: 0.07171575005345716, 17031120200: 0.7575614500786421, 17031120100: 0.5367510816042387, 17031100200: 0.004231338920551582, 17031808100: 0.2759264298798301, 17031807900: 0.9995364269584396, 17031807800: 1.0}]"
25,Edgewater,"(41.99095923823291, -87.660442745415)","POLYGON ((-87.660443 42.00624, -87.661667 42.006183, -87.663443 42.004533, -87.665443 42.003652, -87.668443 42.00132, -87.673443 41.996974, -87.676121 41.995959, -87.680949 41.990959, -87.675161 41.990241, -87.675099 41.987616, -87.675528 41.986959, -87.675111 41.986291, -87.660443 41.975509, -87.659443 41.975321, -87.654589 41.979105, -87.654308 41.979825, -87.652443 41.980838, -87.650407 41.980924, -87.649787 41.982304, -87.649673 41.984959, -87.650811 41.986591, -87.652443 41.986813, -87.652662 41.98774, -87.653505 41.987897, -87.653689 41.997713, -87.65458 41.997959, -87.654635 41.999959, -87.654826 42.000576, -87.65564 42.000959, -87.656143 42.003259, -87.660443 42.00624))",41.99095923823291,-87.660442745415,"[{17031030706: 0.4493901035969362, 17031031100: 0.01575933850915176, 17031031200: 0.029906406980874902, 17031030703: 0.8901841968465812, 17031030900: 0.06118667877619631, 17031030800: 0.7160818167118255, 17031030702: 0.9713919647237902, 17031030701: 1.0, 17031030603: 1.0, 17031030604: 0.9970171768890959, 17031040100: 0.015544123876348006, 17031020902: 0.36411591001557614, 17031030400: 0.8847681333687927, 17031030500: 1.0, 17031030601: 1.0, 17031030101: 1.0, 17031030102: 1.0, 17031030200: 1.0, 17031030300: 0.9211849563524551, 17031030103: 1.0, 17031030104: 0.9987652058999456, 17031010503: 1.0, 17031830600: 0.1046505612324595, 17031010502: 0.5880512453429049, 17031010600: 0.2009406447610658, 17031010400: 0.5291791355943152}]"
26,Gage Park,"(41.79357525220078, -87.69413004003073)","POLYGON ((-87.69413 41.809069, -87.695157 41.808575, -87.696617 41.806575, -87.69813 41.806267, -87.698377 41.805575, -87.69763 41.805076, -87.695012 41.804694, -87.69506 41.802505, -87.695463 41.804242, -87.69613 41.804409, -87.69813 41.804307, -87.698843 41.803575, -87.69813 41.802844, -87.697019 41.802686, -87.69713 41.801472, -87.698425 41.801575, -87.70013 41.804021, -87.701394 41.803575, -87.70095 41.802395, -87.70213 41.803147, -87.70413 41.802073, -87.704726 41.801171, -87.711303 41.796575, -87.711874 41.79532, -87.714622 41.793575, -87.713751 41.792575, -87.711896 41.792809, -87.71113 41.790286, -87.70513 41.786413, -87.70313 41.784548, -87.70013 41.78285, -87.69513 41.778953, -87.69313 41.778462, -87.68413 41.785343, -87.683675 41.78612, -87.682386 41.786575, -87.681175 41.787621, -87.680332 41.790575, -87.679494 41.79094, -87.679312 41.791575, -87.680214 41.792659, -87.678913 41.792575, -87.67813 41.789932, -87.67713 41.79034, -87.673274 41.793575, -87.673624 41.794575, -87.675137 41.795568, -87.67713 41.796194, -87.67813 41.795781, -87.678702 41.794575, -87.679225 41.79448, -87.67959 41.796115, -87.680398 41.796575, -87.68013 41.798767, -87.68113 41.799111, -87.682411 41.800295, -87.682947 41.801575, -87.687025 41.80368, -87.687623 41.804575, -87.689319 41.804764, -87.690401 41.804304, -87.690498 41.805575, -87.69213 41.805744, -87.692564 41.806141, -87.69313 41.808421, -87.69413 41.809069))",41.79357525220078,-87.69413004003073,"[{17031660400: 0.01732695031985238, 17031660600: 0.015361020276859578, 17031660301: 0.3114762373492428, 17031835000: 0.4066178959608336, 17031660302: 0.7813544693994044, 17031670500: 0.18402745148230013, 17031630800: 1.0, 17031835100: 0.9012263292004482, 17031630400: 1.0, 17031630500: 1.0, 17031611600: 0.22130700928534605, 17031620400: 0.007507124507873501, 17031630900: 0.6318951827355368, 17031630300: 0.45073476444031135, 17031620100: 0.007836511944168144, 17031630600: 0.6837187037396452, 17031842800: 0.11476671142417172, 17031670400: 0.02115653028754502, 17031611700: 0.019337547330008246}]"
27,Galewood-Mont Clare,"(41.9210332601157, -87.79791005523576)","POLYGON ((-87.79891 41.935955, -87.80338 41.933033, -87.80591 41.93084, -87.80691 41.930918, -87.814682 41.926033, -87.815381 41.925033, -87.814209 41.924033, -87.814556 41.92268, -87.815496 41.921033, -87.817185 41.920033, -87.816826 41.919033, -87.81491 41.917712, -87.813607 41.917337, -87.812671 41.916033, -87.80991 41.913915, -87.807846 41.913033, -87.80691 41.911588, -87.80391 41.909871, -87.80291 41.910272, -87.803012 41.908932, -87.800889 41.908054, -87.79991 41.907026, -87.79891 41.907107, -87.79791 41.906584, -87.793526 41.908649, -87.786649 41.914033, -87.786521 41.915033, -87.788482 41.916033, -87.788271 41.917394, -87.78591 41.919151, -87.781834 41.921033, -87.780624 41.924033, -87.78191 41.925396, -87.78391 41.92565, -87.784434 41.926509, -87.78691 41.927857, -87.788118 41.927241, -87.789349 41.927594, -87.790269 41.928674, -87.790877 41.931066, -87.794338 41.933605, -87.797375 41.934569, -87.79891 41.935955))",41.9210332601157,-87.79791005523576,"[{17031812200: 0.03089900701415577, 17031810900: 0.7886998680570897, 17031250500: 0.8525943945555916, 17031831600: 0.9994072574554926, 17031191301: 0.18907155519516639, 17031190601: 0.12600670285151577, 17031810702: 1.0, 17031831500: 0.4548569444139098, 17031810701: 0.20469622633811516, 17031180100: 0.3522252902783305}]"
28,Garfield Ridge,"(41.792915800399726, -87.78013459023622)","POLYGON ((-87.775135 41.806156, -87.776135 41.806429, -87.777657 41.805438, -87.777952 41.803916, -87.778866 41.803647, -87.779135 41.802788, -87.783852 41.802633, -87.784135 41.801775, -87.787135 41.801678, -87.788135 41.800718, -87.79076 41.800541, -87.792244 41.800025, -87.795059 41.796916, -87.79991 41.792916, -87.800438 41.791916, -87.796135 41.788464, -87.794135 41.787196, -87.793073 41.786978, -87.791135 41.784822, -87.788522 41.783528, -87.781135 41.778298, -87.779569 41.78035, -87.777519 41.780916, -87.775195 41.782916, -87.771135 41.784042, -87.768135 41.786529, -87.767131 41.786912, -87.765135 41.788867, -87.764135 41.790617, -87.763135 41.79017, -87.760319 41.792916, -87.761606 41.793916, -87.759994 41.795916, -87.760322 41.796728, -87.762135 41.797955, -87.763135 41.798013, -87.767209 41.800841, -87.770714 41.802336, -87.772135 41.80382, -87.773512 41.803538, -87.773392 41.804173, -87.772433 41.804916, -87.77382 41.805231, -87.775135 41.806156))",41.792915800399726,-87.78013459023622,"[{17031640400: 0.2065275756523768, 17031561000: 0.7166285818787275, 17031560900: 0.760556657066129, 17031640300: 0.24425148076590725, 17031980100: 0.004808044888962128, 17031561100: 0.8445674463072473, 17031560800: 0.9701677456774139, 17031560700: 0.1140163652635022, 17031820800: 0.15391087379372875}]"
29,Greater Grand Crossing,"(41.76239541819689, -87.60051216643727)","POLYGON ((-87.604512 41.775753, -87.605512 41.776277, -87.607512 41.775408, -87.608512 41.774414, -87.609512 41.774196, -87.610512 41.774732, -87.615289 41.773173, -87.615722 41.772395, -87.615246 41.77113, -87.616536 41.768395, -87.619512 41.765503, -87.619218 41.764395, -87.620674 41.762395, -87.619512 41.760909, -87.616512 41.759063, -87.615512 41.757817, -87.607512 41.751835, -87.603512 41.749802, -87.601512 41.749921, -87.599512 41.748225, -87.597512 41.74876, -87.595512 41.749948, -87.594512 41.749619, -87.592512 41.750774, -87.591512 41.750791, -87.589711 41.752594, -87.588246 41.752661, -87.587873 41.752034, -87.586625 41.751508, -87.585875 41.751758, -87.58586 41.754395, -87.58362 41.756395, -87.582248 41.758395, -87.582746 41.759395, -87.5802 41.762395, -87.585512 41.767525, -87.591512 41.771784, -87.592838 41.770721, -87.595802 41.770685, -87.596512 41.767317, -87.599512 41.766997, -87.600512 41.767334, -87.601512 41.767003, -87.604512 41.767314, -87.604942 41.772825, -87.601219 41.773395, -87.604512 41.775753))",41.76239541819689,-87.60051216643727,"[{17031691300: 0.00611213040034681, 17031834300: 0.1944418835833479, 17031440201: 0.006171284585759665, 17031440101: 0.3655334056863477, 17031691400: 0.6287351110287891, 17031691500: 1.0, 17031834200: 0.41435186945936087, 17031430900: 0.45564842627064006, 17031690900: 1.0, 17031430400: 1.0, 17031430500: 0.4095013530180913, 17031691000: 0.39784740805639823, 17031690400: 0.12565381288939656, 17031841800: 0.6596334088558825, 17031690500: 0.9982330941783216, 17031421200: 0.9999827169178394, 17031430300: 0.5560134506191352, 17031430200: 0.03411368953968295, 17031420700: 0.1909591204493116, 17031420800: 0.21888690948113532}]"
30,Hall,"(41.807377846345496, -87.62263720177272)","POLYGON ((-87.622637 41.822692, -87.623637 41.822681, -87.624907 41.821378, -87.627824 41.819565, -87.628482 41.817222, -87.628865 41.81715, -87.629637 41.818055, -87.630637 41.816792, -87.631641 41.816378, -87.631736 41.815477, -87.633637 41.814911, -87.635863 41.813603, -87.636487 41.812378, -87.636518 41.810258, -87.638637 41.811271, -87.641051 41.809378, -87.640618 41.808378, -87.638637 41.806872, -87.637974 41.808378, -87.637496 41.808519, -87.636637 41.805537, -87.635835 41.806576, -87.635387 41.806378, -87.634542 41.803378, -87.634957 41.801698, -87.635891 41.801378, -87.634879 41.801136, -87.634637 41.800407, -87.630637 41.797732, -87.629637 41.798464, -87.628282 41.797733, -87.626955 41.79506, -87.622637 41.79211, -87.618487 41.794378, -87.616637 41.796181, -87.614637 41.797148, -87.613457 41.797198, -87.612862 41.798603, -87.611533 41.799273, -87.611237 41.800378, -87.609408 41.801378, -87.607135 41.803876, -87.604956 41.805378, -87.604514 41.806255, -87.602688 41.807378, -87.605376 41.810639, -87.608637 41.813002, -87.610927 41.814088, -87.613637 41.816467, -87.622637 41.822692))",41.807377846345496,-87.62263720177272,"[{17031834500: 0.002874412419635145, 17031400500: 0.2383612422631266, 17031400400: 0.06849374621729531, 17031400300: 0.23255154086032187, 17031836100: 0.7886290342944366, 17031843800: 0.057320452574356195, 17031835600: 0.6493612855298044, 17031381800: 1.0, 17031381700: 1.0, 17031381400: 1.0, 17031381500: 1.0, 17031835800: 1.0, 17031610800: 0.2519951802162753, 17031844600: 1.0, 17031381900: 1.0, 17031390400: 0.3393231326398078, 17031843600: 0.942398284435625, 17031381200: 1.0, 17031390300: 0.0662711105350189, 17031842600: 0.00042951632577902183, 17031835500: 0.4532590042758454, 17031380600: 0.5594050770197858, 17031836000: 0.631239536696901, 17031380200: 0.10314265428459436, 17031380100: 0.00014578091974207577}]"
31,Harold Washington Library Center,"(41.87686252958797, -87.62779697013237)","POLYGON ((-87.626797 41.890885, -87.627797 41.89157, -87.630625 41.890863, -87.631953 41.889019, -87.632797 41.888821, -87.634797 41.887184, -87.635797 41.886946, -87.638568 41.884863, -87.638797 41.883783, -87.639797 41.883576, -87.640797 41.882456, -87.641797 41.882218, -87.643618 41.880863, -87.644563 41.879629, -87.646797 41.878121, -87.647504 41.876863, -87.646797 41.876271, -87.644619 41.87604, -87.644695 41.873964, -87.639797 41.870433, -87.638797 41.870414, -87.638526 41.871592, -87.637042 41.871863, -87.637797 41.872344, -87.637909 41.872974, -87.635732 41.872927, -87.635629 41.870863, -87.634608 41.868863, -87.635724 41.867863, -87.635421 41.866863, -87.633797 41.866177, -87.631664 41.865995, -87.631056 41.863604, -87.627797 41.861351, -87.626149 41.861863, -87.62531 41.862863, -87.621985 41.865051, -87.619797 41.867416, -87.617797 41.868263, -87.616797 41.869365, -87.615645 41.869863, -87.616143 41.870517, -87.615969 41.879863, -87.615046 41.880863, -87.615084 41.882149, -87.614108 41.882863, -87.616797 41.885563, -87.618203 41.885863, -87.620108 41.887551, -87.62208 41.88858, -87.623797 41.890674, -87.625797 41.890158, -87.626797 41.890885))",41.87686252958797,-87.62779697013237,"[{17031330200: 0.2875900387291906, 17031330102: 0.4807994498130661, 17031841900: 0.15234507562534527, 17031839000: 0.9949663414412606, 17031281900: 0.7755114033465635, 17031839100: 0.984626466592565, 17031320102: 0.9841802738508172, 17031280100: 0.08462839136624724, 17031081700: 0.2236606341320423, 17031081600: 0.41213545814644176, 17031081500: 0.2755193924269153, 17031081800: 0.0009074303675052828, 17031833100: 0.0010912667698603556, 17031330101: 0.024156625427377242, 17031320600: 0.9709258410798183, 17031320400: 1.0, 17031320101: 0.5125444676625388, 17031081403: 0.0324753614122581}]"
32,Hegewisch,"(41.65927659861025, -87.54881978393514)","POLYGON ((-87.54882 41.673796, -87.54982 41.674205, -87.550265 41.673722, -87.55082 41.66817, -87.551278 41.669819, -87.552108 41.669988, -87.55282 41.671216, -87.555108 41.671564, -87.556315 41.668277, -87.555237 41.667277, -87.55582 41.666814, -87.557202 41.667659, -87.55922 41.666677, -87.559673 41.663277, -87.56045 41.662277, -87.559907 41.661277, -87.560556 41.660013, -87.565172 41.659925, -87.56782 41.660582, -87.568236 41.659693, -87.569243 41.659277, -87.56782 41.658677, -87.56757 41.659027, -87.56582 41.658979, -87.56482 41.657519, -87.560754 41.658342, -87.560633 41.656089, -87.561199 41.655277, -87.560865 41.654232, -87.55982 41.653971, -87.55882 41.652934, -87.557084 41.655277, -87.556628 41.654469, -87.55482 41.654478, -87.552526 41.65257, -87.55182 41.651377, -87.550758 41.651338, -87.550626 41.650471, -87.549754 41.650343, -87.549605 41.649491, -87.548742 41.649354, -87.548561 41.648536, -87.547724 41.648373, -87.547478 41.647618, -87.54582 41.646529, -87.544612 41.646484, -87.54382 41.645713, -87.54282 41.645781, -87.54182 41.647133, -87.541454 41.648911, -87.535666 41.653431, -87.536019 41.654277, -87.54082 41.657744, -87.54182 41.655155, -87.541897 41.657277, -87.542866 41.658231, -87.542946 41.65915, -87.54386 41.659237, -87.543935 41.660162, -87.54582 41.660222, -87.545929 41.661168, -87.547855 41.661241, -87.547946 41.663151, -87.548885 41.663277, -87.54882 41.665376, -87.540005 41.665462, -87.539569 41.666277, -87.54202 41.667077, -87.541809 41.668287, -87.54282 41.668526, -87.54382 41.670226, -87.545379 41.668836, -87.545391 41.667277, -87.54582 41.666943, -87.54628 41.668816, -87.548905 41.669191, -87.549022 41.671479, -87.547739 41.672277, -87.54882 41.673796))",41.65927659861025,-87.54881978393514,"[{17031550200: 0.24879934270017792, 17031550100: 0.15538764322996226, 17031838800: 0.03219535313685086}]"
33,Humboldt Park,"(41.910332307504966, -87.70551941016132)","POLYGON ((-87.706519 41.924834, -87.707519 41.925175, -87.710167 41.923332, -87.719519 41.915433, -87.720879 41.913692, -87.722519 41.913044, -87.726081 41.910332, -87.725927 41.909332, -87.719519 41.904822, -87.71842 41.904432, -87.715519 41.901892, -87.713281 41.90157, -87.712557 41.900295, -87.710307 41.898545, -87.709557 41.897295, -87.707958 41.896894, -87.706519 41.895706, -87.703519 41.89744, -87.702519 41.8972, -87.701723 41.897536, -87.699519 41.899203, -87.697519 41.899271, -87.696225 41.900038, -87.692564 41.903377, -87.691519 41.903812, -87.684976 41.910332, -87.686611 41.91124, -87.689537 41.914332, -87.699399 41.921453, -87.702519 41.923256, -87.703519 41.922698, -87.706519 41.924834))",41.910332307504966,-87.70551941016132,"[{17031242700: 0.12498107669928163, 17031231100: 0.13040015591296353, 17031836600: 0.6035755078333547, 17031230700: 0.4995559070140415, 17031230800: 0.9999310329884499, 17031230900: 1.0, 17031230300: 1.0, 17031230400: 0.7559308306578951, 17031230200: 1.0, 17031242600: 0.37978422531817124, 17031240900: 0.9986432324877407, 17031241100: 0.6183499584432269, 17031241200: 0.06899064211469212, 17031241000: 1.0, 17031240800: 1.0, 17031240700: 1.0, 17031240600: 0.8917288700435063, 17031230100: 1.0, 17031222800: 1.0, 17031222900: 0.39130237656592876, 17031222700: 1.0, 17031222600: 1.0, 17031220901: 0.004084427247678427, 17031221000: 0.24395240566398238, 17031221100: 0.7656952768540795, 17031240500: 0.05974337532321016, 17031222500: 1.0, 17031832400: 0.5768702996040624, 17031221300: 0.5647629593121006, 17031221400: 0.10223388029110876, 17031221200: 0.8587440479045649, 17031220601: 0.0063412263414929435, 17031220500: 0.008542558835515255}]"
34,Independence,"(41.95413885986087, -87.7200155607629)","POLYGON ((-87.719016 41.968518, -87.722016 41.968138, -87.723016 41.968709, -87.728494 41.967139, -87.731196 41.96532, -87.735016 41.964706, -87.735542 41.962666, -87.737086 41.961139, -87.736567 41.960139, -87.737046 41.959139, -87.736753 41.957139, -87.73578 41.955903, -87.736016 41.955583, -87.737016 41.955658, -87.739478 41.953139, -87.731926 41.948228, -87.728016 41.944863, -87.727016 41.944598, -87.72575 41.945405, -87.720016 41.941551, -87.719016 41.941794, -87.717016 41.941515, -87.716012 41.942139, -87.717233 41.944139, -87.716016 41.944388, -87.714666 41.942489, -87.713016 41.941146, -87.711568 41.941691, -87.710016 41.944352, -87.709278 41.944139, -87.708016 41.94259, -87.705016 41.9434, -87.704627 41.945139, -87.703196 41.946139, -87.703086 41.947139, -87.703961 41.948139, -87.701686 41.950139, -87.702434 41.951139, -87.699142 41.954139, -87.713805 41.965139, -87.717016 41.966792, -87.719016 41.968518))",41.95413885986087,-87.7200155607629,"[{17031210100: 0.13306479711931724, 17031160700: 0.4956113991093966, 17031161300: 0.04282605186509179, 17031831100: 0.48299768553097616, 17031161000: 0.8524160176074305, 17031160900: 1.0, 17031160800: 1.0, 17031160502: 1.0, 17031160300: 1.0, 17031161100: 0.19597241695839632, 17031160200: 0.33562207818477113, 17031160602: 0.3836262096330468, 17031160400: 1.0, 17031160501: 0.9991565752185065, 17031160601: 0.2107947317001065, 17031140702: 0.6935313444852742, 17031140500: 0.48439949198147864, 17031140601: 0.9430449909814678, 17031140602: 0.9931277325979534, 17031140701: 0.03977842537751001, 17031140301: 0.034401077570874}]"
35,Jefferson Park,"(41.96750826032374, -87.76176748220928)","POLYGON ((-87.767767 41.980588, -87.768767 41.980948, -87.771497 41.980238, -87.774066 41.978508, -87.773979 41.977508, -87.774756 41.976508, -87.779439 41.97418, -87.779961 41.973508, -87.778667 41.971508, -87.781496 41.969236, -87.782853 41.967508, -87.781523 41.966508, -87.77948 41.965795, -87.779056 41.964508, -87.763618 41.953657, -87.761767 41.953034, -87.758299 41.955508, -87.757618 41.955657, -87.756767 41.955126, -87.755767 41.95592, -87.753767 41.95641, -87.750767 41.955234, -87.749767 41.955351, -87.745911 41.960508, -87.747085 41.961508, -87.746128 41.962508, -87.745993 41.963734, -87.744767 41.963964, -87.743829 41.965508, -87.74127 41.967508, -87.740928 41.968508, -87.742624 41.970652, -87.744349 41.971508, -87.745767 41.9715, -87.746845 41.970431, -87.746978 41.972508, -87.748767 41.974602, -87.749767 41.974785, -87.751872 41.976404, -87.753775 41.976501, -87.753988 41.977508, -87.75616 41.979116, -87.756767 41.980101, -87.759767 41.979858, -87.760767 41.979011, -87.764767 41.978997, -87.767767 41.980588))",41.96750826032374,-87.76176748220928,"[{17031150700: 0.0013414640292945157, 17031831700: 0.05437309842266107, 17031150402: 0.18191037450665107, 17031160200: 0.0015049434757261294, 17031150300: 0.9166123696887128, 17031150200: 0.8163071544574901, 17031160100: 0.3293226863214863, 17031150401: 0.9406809275671619, 17031110502: 1.0, 17031140400: 0.15950673168173465, 17031110400: 0.8861100815165663, 17031110501: 0.8421250446166525, 17031120400: 0.4117762719423431, 17031110200: 0.35653540098007896, 17031110100: 0.020079662326421076, 17031150501: 0.21195402632535626, 17031110300: 0.07701594791233136}]"
36,Jeffery Manor,"(41.71340053892868, -87.56573413765888)","POLYGON ((-87.560734 41.725466, -87.561697 41.724401, -87.561734 41.723206, -87.569571 41.723238, -87.569734 41.723759, -87.568009 41.724401, -87.570734 41.726357, -87.573072 41.724401, -87.571734 41.723854, -87.571605 41.723271, -87.574734 41.722939, -87.575734 41.723227, -87.577734 41.721756, -87.578734 41.722661, -87.579977 41.721644, -87.580389 41.720055, -87.580419 41.718401, -87.579465 41.717401, -87.579135 41.716, -87.577734 41.715466, -87.577191 41.716401, -87.576658 41.716477, -87.576516 41.714619, -87.575547 41.714401, -87.574318 41.709817, -87.572597 41.709401, -87.578199 41.708865, -87.579208 41.708401, -87.579255 41.707401, -87.577734 41.707291, -87.577381 41.708047, -87.575734 41.708105, -87.574734 41.707595, -87.570734 41.707508, -87.570513 41.706622, -87.568674 41.706461, -87.568543 41.705591, -87.567672 41.705462, -87.56754 41.704595, -87.566631 41.704401, -87.566381 41.700754, -87.565489 41.700401, -87.565166 41.698968, -87.563734 41.698188, -87.562913 41.69958, -87.559607 41.702273, -87.558734 41.702516, -87.557228 41.704401, -87.557353 41.704781, -87.558734 41.705074, -87.558849 41.705515, -87.557423 41.705711, -87.556734 41.705097, -87.555034 41.7057, -87.55446 41.707126, -87.552865 41.707532, -87.54937 41.711036, -87.548886 41.712553, -87.546239 41.712906, -87.545236 41.713401, -87.547907 41.714228, -87.547215 41.715401, -87.548252 41.715882, -87.549106 41.715772, -87.549852 41.714283, -87.550431 41.717401, -87.553734 41.719804, -87.555734 41.718768, -87.557734 41.716899, -87.557841 41.717293, -87.558824 41.717311, -87.558921 41.721587, -87.55734 41.722401, -87.557716 41.723401, -87.559734 41.724324, -87.560734 41.725466))",41.71340053892868,-87.56573413765888,"[{17031838800: 0.02896193395581369, 17031510200: 0.9159217565262223, 17031510100: 0.2922187591553451, 17031510300: 0.6089784071183337, 17031480400: 0.03893182236026988, 17031480500: 0.06306440550225964}]"
37,Kelly,"(41.78202569697298, -87.63738794358196)","POLYGON ((-87.636388 41.796176, -87.639388 41.79482, -87.640388 41.795549, -87.642388 41.794333, -87.653388 41.785463, -87.654388 41.785062, -87.656045 41.783026, -87.654923 41.782026, -87.65545 41.780026, -87.654646 41.778768, -87.651388 41.776751, -87.644388 41.771296, -87.637388 41.766861, -87.634845 41.768482, -87.634388 41.769215, -87.633388 41.769231, -87.631388 41.771378, -87.629388 41.771142, -87.627913 41.772551, -87.62653 41.773168, -87.626913 41.7755, -87.629496 41.775918, -87.629498 41.778026, -87.628458 41.779096, -87.626744 41.779026, -87.627128 41.778026, -87.625984 41.777429, -87.62574 41.776378, -87.626139 41.776026, -87.625388 41.775517, -87.624974 41.776612, -87.624097 41.777026, -87.624865 41.778549, -87.624749 41.779387, -87.61966 41.780026, -87.620388 41.781065, -87.621388 41.781144, -87.623388 41.782986, -87.624312 41.783101, -87.625388 41.784606, -87.626388 41.784817, -87.626597 41.784026, -87.627388 41.783495, -87.628504 41.78391, -87.627899 41.785026, -87.627951 41.785462, -87.628701 41.785712, -87.628641 41.786279, -87.62807 41.786344, -87.627813 41.785601, -87.626388 41.785219, -87.623728 41.787026, -87.624059 41.788026, -87.631388 41.793516, -87.633311 41.794103, -87.636388 41.796176))",41.78202569697298,-87.63738794358196,"[{17031834900: 0.00510642839543817, 17031681100: 0.009343082256053748, 17031681200: 0.5480914817211755, 17031690300: 0.07055369747423845, 17031681000: 0.6029851349414147, 17031680900: 1.0, 17031842500: 0.3055696990442557, 17031400800: 0.23031399730549507, 17031680600: 0.9015650264244098, 17031834800: 1.0, 17031834600: 0.9528717355065213, 17031834500: 0.3542842081592769, 17031834700: 0.68124067824044, 17031400500: 0.05226426704989858, 17031670900: 0.10775807322060545, 17031680500: 0.03316076631311485, 17031843800: 0.045979884901356, 17031835600: 0.007439136390073282}]"
