,Branch,CIRCULATION_2019,COMPUTER SESSIONS_2019,VISITORS_2019,AVG COMPUTER SESSIONS PER VISITOR_2019,AVG CIRCULATION PER VISITOR_2019,CIRCULATION_2021,COMPUTER SESSIONS_2021,VISITORS_2021,AVG COMPUTER SESSIONS PER VISITOR_2021,AVG CIRCULATION PER VISITOR_2021,AVG CYCLING TIME (MIN),Percent of People with Internet Access,Percent of People without Internet Access,Percent of People with Computers,Percent of People without Computers,Percent of People with Computers and Internet,Percent Population in Labor Force 16+: Employed,Percent Population in Labor Force 16+: Unemployed,"Percent Households: Less Than $10,000","Percent Households: $10,000 to $14,999","Percent Households: $15,000 to $19,999","Percent Households: $20,000 to $24,999","Percent Households: $25,000 to $29,999","Percent Households: $30,000 to $34,999","Percent Households: $35,000 to $39,999","Percent Households: $40,000 to $44,999","Percent Households: $45,000 to $49,999","Percent Households: $50,000 to $59,999","Percent Households: $60,000 to $74,999","Percent Households: $75,000 to $99,999","Percent Households: $100,000 to $124,999","Percent Households: $125,000 to $149,999","Percent Households: $150,000 to $199,999","Percent Households: $200,000 or more",Percent Ages 18-64: Living in Poverty,Percent Ages 18-64: At or Above Poverty Level,Percent Households: With Public Assistance Income,Percent Households: No Public Assistance Income,Percent Owner and Renter Occupied Housing: No Vehicles,Percent Owner and Renter Occupied Housing: 1 Vehicle,Percent Owner and Renter Occupied Housing: 2 Vehicles,Percent Owner and Renter Occupied Housing: 3 Vehicles,Percent Owner and Renter Occupied Housing: 4 Vehicles,Percent Owner and Renter Occupied Housing: 5 or More Vehicles,Percent Renter-Occupied Housing: No Vehicles,Percent Renter-Occupied Housing: 1 Vehicle,Percent Renter-Occupied Housing: 2 Vehicles,Percent Renter-Occupied Housing: 3 Vehicles,Percent Renter-Occupied Housing: 4 Vehicles,Percent Renter-Occupied Housing: 5 or More Vehicles,"Percent Workers 16+: Car, Truck, or Van ",Percent Workers 16+: Drove Alone,Percent Workers 16+: Carpooled,Percent Workers 16+: Public Transportation (Includes Taxi),Percent Workers 16+: Motorcycle,Percent Workers 16+: Bicycle,Percent Workers 16+: Walked,Percent Workers 16+: Other Means,Percent: White Alone,Percent: Black or African American Alone,Percent: American Indian and Alaska Native Alone,Percent: Asian Alone,Percent: Native Hawaiian and Other Pacific Islander Alone,Percent: Some Other Race Alone,Percent: Two or More Races,Percent: under 5 years,Percent: 5 to 9 years,Percent: 10 to 14 years,Percent: 15 to 19 years,Percent: 20 to 24 years,Percent: 25 to 29 years,Percent: 30 to 34 years,Percent: 35 to 39 years,Percent: 50 to 54 years,Percent: 55 to 59 years,Percent: 60 to 64 years,Percent: 65 to 69 years,Percent: 70 to 74 years,Percent: 75 to 79 years,Percent: 80 to 84 years,Percent: 85 years and over,Percent: 25+ Less Than High School,Percent: 25+ High School or More,Percent: 25+ Some College or More,Percent: 25+ Bachelor's Degree or More,Percent: 25+ Master's Degree or More,Percent: 25+ Professional School Degree or More,Percent: 25+ Doctorate Degree
26,Garfield Ridge,53187.0,9390.0,70128.0,0.1338980150581793,0.758427446954141,33727.0,5206.0,37071.0,0.1404332227347522,0.9097947182433708,3.938215127611821,0.8743475008734416,0.1256524991265584,0.9116195327319688,0.0883804672680309,0.8437651320542953,0.9419156856447176,0.058084314355282,0.0363749710223941,0.0223108584323411,0.0393022978785526,0.0268605766035652,0.0391255587409901,0.0229317062978294,0.0287640416449314,0.0685082428469339,0.0280237355530618,0.0510021119318267,0.079842441002455,0.1415722672039449,0.1444031293063404,0.0912574158861499,0.1016610335799111,0.0780596120687711,0.0655858821390049,0.9344141178609948,0.0274440434753095,0.9725559565246904,0.0547561025664901,0.3353636284221721,0.4187570928733926,0.1308665168792896,0.0443757028266784,0.0158809564319769,0.0908554881603052,0.5153471301343001,0.279952915890857,0.0856844471610272,0.0173105185403335,0.0108495001131764,0.85072340150595,0.7415294693010649,0.1091939322048851,0.071709191123354,0.0002503400817641,0.0038769711811298,0.0206364379162679,0.0050692154533392,0.6904625537129967,0.006975501110226,0.0063568669577299,0.014088440874483,9.892793906704266e-06,0.1554987070639157,0.1266080374867416,0.0597717565132444,0.0699289078546661,0.0737685299025383,0.058729010842115,0.0465667757571044,0.063359585591174,0.0685143344182106,0.0829120283547617,0.0765659270400548,0.0708795118222745,0.0619617682326873,0.0516115399874942,0.0342009337915442,0.019156654342715,0.0135836381855397,0.0160826681575628,0.1737268553257287,0.8262731446742713,0.5044990242264293,0.2356432824044854,0.0815167537091266,0.0162471206281203,0.0075677253769909
27,Greater Grand Crossing,17264.0,19219.0,69998.0,0.2745649875710734,0.2466356181605188,4865.0,5134.0,13610.0,0.3772226304188097,0.3574577516531961,5.489347965254606,0.7887131599031929,0.2112868400968071,0.8952649662868872,0.1047350337131127,0.7500766569166953,0.8182234969096377,0.1817765030903623,0.2015627201266017,0.061042387338523,0.0784154637529083,0.0754994997824535,0.0408384230687597,0.048753458465229,0.0490632666949439,0.0319969140918125,0.0304085570400944,0.0899033857190765,0.071724462098122,0.1058593680499755,0.0538700384248639,0.0203374947223811,0.0255063887758809,0.0152181718483727,0.2804375769461532,0.7195624230538468,0.0602403542459469,0.9397596457540528,0.3635556750931552,0.4475521824727543,0.1322098481033101,0.0363874789774257,0.0191636890344532,0.0011311263189012,0.4939083578929938,0.3859817828467008,0.1092528826838067,0.0085633049355028,0.002097261349091,0.0001964102919046,0.5913286992160858,0.512125074334493,0.0792036248815927,0.2952670091693202,0.0,0.0017976261652825,0.0158620127945175,0.0237858001165822,0.0211688038376374,0.9517893487894944,0.0020362959821162,0.001515095279377,0.000505586938015,0.0070265777305661,0.0159582914427936,0.0477731823915101,0.0753597751670458,0.0806706960388533,0.0636530887859225,0.0650396990914892,0.0791284246707771,0.0756124740258045,0.0569965568966186,0.057243376617106,0.0595005239484599,0.0758755110429974,0.0475576491031166,0.0338666540006599,0.0190799423631319,0.0100561262200888,0.0256495820242554,0.1171453789114715,0.8828546210885284,0.6048304398663299,0.2191383543108738,0.0874813923403187,0.0181876649822799,0.007288901577845
28,Hall,16185.0,14922.0,67884.0,0.2198161569736609,0.2384214247834541,6163.0,5562.0,23328.0,0.2384259259259259,0.2641889574759945,5.864356310974986,0.8536099910768399,0.14639000892316,0.878085596597989,0.1016843656279899,0.8105386100698947,0.8254626801902355,0.1745373198097644,0.1746902741981371,0.0829438059548975,0.0640837124840743,0.0462595300755484,0.0486270526400583,0.0457835952018667,0.0498140878474335,0.027731059981107,0.0309924601635632,0.0520910607200826,0.0704804563518957,0.1255261822783434,0.0689152941732427,0.0306941772717973,0.045808528997443,0.035558721660508,0.2429860271859943,0.7570139728140057,0.035841803237939,0.9641581967620608,0.3272479542366939,0.4668831516775651,0.1389267065573158,0.054917914246266,0.0070515909936214,0.0049726822885375,0.411215895690115,0.4761654760623811,0.083735851975112,0.0260056226750544,0.0016931741133794,0.0011839794839576,0.5555157181574374,0.5091729100067744,0.0463428081506629,0.2448031760442083,0.0,0.0158026072679873,0.0322431663734587,0.0093248976415477,0.0722438904117302,0.8660445411056625,0.0007914615232608,0.0110154705677381,0.0007807652212477,0.0092496411443189,0.0398742300260412,0.0679049910569553,0.0652342600985642,0.0597704326661271,0.0614645384485476,0.0566325269006146,0.1031577549671451,0.0663948205841673,0.0652003061620931,0.0704313590343728,0.0641889188354555,0.0732606037781071,0.046884617014355,0.0335545986763198,0.0178975640889513,0.011640764746633,0.0136488784178113,0.1197760963656027,0.8802239036343975,0.6471006681848486,0.3554817706799495,0.1382108845205793,0.0338706512362884,0.0149758872998757
29,Harold Washington Library Center,581151.0,209583.0,1405964.0,0.1490671169389827,0.4133469989274263,271811.0,69312.0,543951.0,0.1274232421670334,0.499697583054356,5.066660009803691,0.9209148325092912,0.0232252391362059,0.7192179716157145,0.0157580807992103,0.8983907072485209,0.935494252713036,0.0645057472869638,0.0585561110658019,0.0190319325588634,0.0158361736852626,0.0100965225903811,0.0148561610106198,0.0187953604806058,0.014958469716452,0.0268693447159326,0.0143970243568683,0.0387514753802009,0.0761385854568666,0.1135845900034018,0.1356597956951427,0.0839155516703382,0.1152143862220888,0.2433385153911722,0.0991182594272193,0.9008817405727808,0.0158721155543853,0.9841278844456148,0.4321455475097893,0.4690080008285143,0.0983415764483481,0.0004213084767218,8.356673662645686e-05,0.0,0.5628898789779442,0.3730649079445769,0.0636342791468217,0.0004109339306569,0.0,0.0,0.267085115242855,0.2497258251417553,0.0173592901010997,0.2128318219916627,5.904388214112479e-05,0.0139880160225688,0.2828839797897316,0.0229947181488534,0.6088694661334837,0.1015839355872463,0.0058051416832074,0.207142646140068,6.46061051732036e-05,0.0253781063947433,0.0511560979560778,0.0307821547389011,0.0197914818240836,0.0111879016995923,0.0534744204377142,0.1089174565018738,0.1843606228616282,0.1671805371991231,0.1075932639166057,0.0416902520603382,0.0420236051525393,0.040950829900041,0.0356886517560315,0.0271741144860009,0.0157325859902314,0.0061530068289453,0.0056715489536291,0.0301183961904241,0.9698816038095758,0.9280291277627704,0.8120727671274411,0.4480842186621112,0.1861361254450544,0.0609684564353688
30,Hegewisch,19052.0,7114.0,38747.0,0.183601311069244,0.4917025834258136,11515.0,3323.0,16972.0,0.1957930709403723,0.6784704218713175,5.423041832930527,0.8779691530477163,0.1220308469522835,0.9192305000459003,0.0807694999540998,0.8530645148551095,0.9010771421166172,0.0989228578833827,0.0804764150237567,0.0351279158083402,0.1064141712268894,0.0184300305746135,0.085071927719346,0.0371433745741803,0.0201002487679777,0.0296363050622185,0.0386261698749674,0.0746623030798804,0.0991889646526991,0.1302838513226591,0.0708972030980077,0.0781177772992442,0.0552343594087427,0.0405889825064755,0.1332084022009893,0.8667915977990107,0.0401177551913825,0.9598822448086172,0.1015961274762454,0.4255465604971535,0.337572425120278,0.0810249224306424,0.0363229704067717,0.0179369940689086,0.1756902038818486,0.5332559998528518,0.2606351120617663,0.0118635317350209,0.006953502715451,0.011601649753061,0.7979264192932735,0.7329845047028952,0.0649419145903784,0.1035022041019441,0.0,0.0,0.0109310919139612,0.0102811286560348,0.534434769068552,0.2164239968387032,0.0021334412297414,0.0018018008577129,0.0,0.1720070477900041,0.0731989442152862,0.0635505698037782,0.0742972268047565,0.0743610664516226,0.0681568491442616,0.0577192945865582,0.0658774924883821,0.0654732404262594,0.0714350525017434,0.0778301167728514,0.066024133916465,0.0577584426545671,0.0497865723812676,0.0338280476951298,0.0254757742364871,0.0185988595699658,0.0219219919813334,0.1597295682087958,0.8402704317912043,0.4912164536417813,0.1509634917645946,0.0604038193101466,0.0076388634120457,0.0015122100724987
31,Humboldt Park,56569.0,14942.0,78546.0,0.1902324752374404,0.7202021745219362,36649.0,7233.0,34092.0,0.212161210841253,1.0750029332394695,5.750439985158152,0.8980377499407473,0.1019622500592529,0.9149517748467484,0.0769649730195695,0.8632102067746311,0.9511990646824992,0.0488009353175006,0.0589400543650944,0.0459541949287128,0.0242832037003483,0.0285396339474321,0.0458717623994723,0.0341268524426825,0.0218860622328958,0.0227959767917519,0.0281148352874619,0.0868138000633625,0.1000099753995437,0.1327926044745013,0.0956189997758458,0.073448906400978,0.0879438411417736,0.1128592966481418,0.1390454550102957,0.8609545449897043,0.0337670864107408,0.966232913589259,0.1984899370363037,0.4915240712981106,0.2517710914597706,0.0307278067777346,0.0207775090744725,0.0067095843536077,0.280592097794064,0.5031063880430439,0.190608997784802,0.0143273654251223,0.0078866244875105,0.0034785264654571,0.5535574940942087,0.4863375265442418,0.067219967549967,0.2174367520750784,0.0023062177574582,0.0365278070260116,0.0366939843107008,0.0128901951382519,0.6011110135470801,0.1096437661415905,0.0056705270483717,0.0331621523454588,0.0007983826078769,0.1252224727515628,0.1243916855580589,0.0575555497273402,0.0412425148959926,0.0509884652755044,0.0462918297865666,0.0651139087807501,0.1480920586088064,0.1456514590594856,0.1120574945133419,0.0450465524932881,0.0432008234719846,0.0423560409177914,0.0320890642591124,0.0185106940510462,0.0084827092707961,0.0085023597402501,0.007420535792019,0.1331222045891765,0.8668777954108231,0.6743584944463596,0.4848014127271514,0.1673211633228186,0.0475323258104276,0.0128612819353981
32,Independence,88455.0,11513.0,75052.0,0.1534003091190108,1.1785828492245376,69547.0,7059.0,33031.0,0.2137083345947746,2.105506948018528,14.240008547806944,0.9038125307012594,0.0961874692987405,0.9502683916419709,0.0497308019080019,0.8683190257608163,0.9358241753690127,0.0641758246309872,0.0381637267865292,0.035975530966388,0.0256287825792121,0.0373246311797242,0.0385957543149639,0.0387726497324203,0.0448358738616963,0.0244950790993009,0.0264798075264806,0.0766595210474826,0.0840001565733054,0.1433872836115479,0.102685301010693,0.0687085469849593,0.0991566242249818,0.115130730500313,0.0862661853414211,0.9137338146585788,0.0279687263244709,0.9720312736755288,0.1581622031143135,0.4585830328803332,0.3018084572187646,0.0635114863014229,0.014272777636823,0.0036620428483423,0.24778799087387,0.4431666383169964,0.2568708921105749,0.0438426022560298,0.0065230185745074,0.001808857868021,0.557712149420775,0.4764768366015628,0.0812353128192119,0.2413656328903769,0.0006121334780216,0.017715741163328,0.0316529646194655,0.0103058499076615,0.6088810537460523,0.0392502234401792,0.0049175541542996,0.0703161210673134,0.0008999590396796,0.1536917735108113,0.1220433150416641,0.0587961569612538,0.0532342876594009,0.0589438272068841,0.0565560942511266,0.0594233836961232,0.0942784030573934,0.1111020267932677,0.0918206944468716,0.0573407290292395,0.0638795263173313,0.0456568800771869,0.0312270022864242,0.0296762480042286,0.0126791332092797,0.0096569086913187,0.0076009148533982,0.1525496549149829,0.8474503450850172,0.6334965416546436,0.4407751431283436,0.1605541146692979,0.0348549248807607,0.0119969239217623
33,Jefferson Park,9061.0,1682.0,6108.0,0.2753765553372626,1.483464309102816,55453.0,8179.0,46942.0,0.1742362915938818,1.1813088492181842,3.91874135513317,0.865429250306836,0.134570749693164,0.9224874589590982,0.0775125410409017,0.8430580765899364,0.9380494366752488,0.061950563324751,0.0440421901133899,0.0239361588114782,0.0307471974613515,0.0393469183289206,0.0316747453071297,0.043770721402894,0.0358976167329624,0.0285190604473534,0.0379379256737305,0.0737611406292988,0.0856680382061875,0.1397271441036758,0.1201331308533548,0.0647833788721374,0.1061003116401663,0.093954321415968,0.0876318486693955,0.9123681513306044,0.0242377177294561,0.975762282270544,0.1159717775889506,0.4286601510644198,0.3431148548370801,0.0729613935895181,0.0283580272692083,0.0109337956508229,0.1626960393401302,0.4961277693537489,0.2873606027407393,0.0272741999669304,0.0194448284312524,0.0070965601671986,0.6695955010157087,0.6006898462025597,0.0689056548131491,0.1974088345055148,0.0008068449154955,0.0041746306800073,0.0149366636435005,0.0086982745334671,0.6986937796494139,0.0238813611458946,0.0019995215083845,0.0985814809658496,0.0013633340298172,0.0896079326848458,0.0858725900157936,0.0522316063778541,0.0565652038733165,0.0499238314357101,0.0529992582941436,0.0532501165339052,0.0631168850125838,0.0896738461993551,0.078583331545419,0.0727198058691846,0.0625775489200831,0.0682742854585848,0.0571549770029665,0.0351365564866174,0.0217100300942863,0.0196976349481192,0.0241018276567866,0.0866116330533721,0.9133883669466276,0.6872336921031471,0.4333060783094553,0.1523021818493327,0.0339698522877988,0.0131182305811988
34,Jeffery Manor,8774.0,12627.0,57482.0,0.2196687658745346,0.1526390870185449,3205.0,4283.0,14627.0,0.292814657824571,0.2191153346550899,4.829516724126392,0.8865238575814002,0.1134761424185996,0.915375349162158,0.0846246508378415,0.8596301560801977,0.8931451764226103,0.1068548235773896,0.0769721498627454,0.0573879814927441,0.0576975938215617,0.0717261452187036,0.0602933669074968,0.049794180308049,0.0299217666121044,0.0707075033034354,0.0377575555095601,0.0865739663279027,0.0799935892386911,0.1245014524295474,0.0875889208708959,0.0512149301873539,0.0286895451295043,0.0291793527797027,0.1792097457534283,0.8207902542465717,0.0406323786332441,0.9593676213667558,0.1548523698750189,0.4164730297510173,0.3038417587607288,0.0868962174128726,0.0252398987420116,0.0126967254583504,0.2494814009759744,0.471256330217534,0.2085136940899656,0.0543628198492567,0.0075311160624519,0.0088546388048169,0.7680617118329176,0.652480363286158,0.1155813485467598,0.1501436241659096,0.0,0.0,0.0100941654544334,0.0102898969358645,0.3945326014873767,0.3542243834103039,0.0084021805473296,0.0031456058508694,0.0,0.151295454861975,0.0883997738421451,0.0568196002016416,0.0663781175577772,0.0956525020582658,0.0676663116399989,0.0759402714631473,0.0551549384155929,0.0650340698114102,0.0804243208371744,0.0653607336925182,0.0538404002709475,0.0550201736032057,0.0583347318222916,0.0356710546247973,0.0186910484146705,0.0154816743182453,0.0157626843388827,0.2033310343670727,0.7966689656329271,0.4764301533710394,0.182629576803305,0.0652441312309443,0.0097358411529538,0.0029537048792541
35,Kelly,11116.0,13220.0,65347.0,0.2023046199519488,0.170107273478507,4334.0,5784.0,9396.0,0.6155810983397191,0.461260110685398,4.776652634383358,0.7683703113864119,0.2316296886135881,0.8310694826839392,0.1689305173160609,0.7161136234540925,0.7622676696693751,0.2377323303306247,0.2677821606887672,0.1125665980972343,0.0898536201557292,0.091052724550986,0.0519007183373966,0.0555068680224915,0.0450670641263198,0.0311635255645707,0.0354653898550463,0.065677245515428,0.0626258560925195,0.0496687721542655,0.023081932135383,0.0081687822161392,0.0016594436158369,0.0087592988718851,0.4130299274117184,0.5869700725882817,0.060858091465498,0.9391419085345024,0.5322937553630347,0.3302279496170285,0.0983495682653334,0.0264710857234064,0.0078650870771848,0.0047925539540119,0.5920857652498561,0.3114281128899339,0.0792338088519711,0.0172064582092378,4.585479900088129e-05,0.0,0.526645610939901,0.4719696842948799,0.0546759266450212,0.3776880485181175,0.0,0.0048758519080363,0.0256320699889869,0.0140222191409366,0.0347964311001769,0.9277009557741276,0.0025326844693048,0.0062189490906389,0.0,0.0087192043451408,0.0200317752206109,0.0598586664930697,0.0770779832551111,0.0863927310894537,0.0882126873666739,0.0517103205967222,0.0808564813809473,0.0634694159265073,0.0401016558264641,0.0656616503225204,0.0641773716659413,0.0726886796698495,0.043121946116964,0.0362702923208541,0.0279679197726511,0.0164947823891629,0.0218544122231874,0.183391905743536,0.8166080942564637,0.454300280142708,0.1190811858037566,0.0371698505533814,0.0054332470722636,0.0024444533724899
36,King,21311.0,19188.0,35190.0,0.5452685421994885,0.6055981813015061,12704.0,9428.0,17385.0,0.5423065861374748,0.7307448950244464,11.141015737698767,0.8032325606717582,0.1594456810090067,0.8556147862425757,0.1057806360244988,0.8019942261178179,0.8529937521918172,0.1470062478081827,0.1895258059715431,0.1034252951048966,0.0550043460117398,0.042484748467628,0.0423506669168781,0.0490247830270312,0.0248450774552507,0.0274403949890017,0.0291278372124212,0.0843605723462738,0.0822034085445615,0.067935676737463,0.0609530309133319,0.041412529527153,0.0483449103538962,0.0515609164209288,0.2644006649991267,0.735599335000873,0.031631532999121,0.968368467000879,0.3987746423984995,0.4486455899028781,0.1268686548651327,0.019210629169741,0.0057203231380176,0.0007801605257309,0.5019330447570249,0.4217176102841478,0.0723927415080754,0.0038851884882536,2.4045603243726063e-06,6.901040217388796e-05,0.5269959214084785,0.4653908543447762,0.0616050670637022,0.2596763305970988,0.0,0.0082811341634776,0.0567715613921259,0.006668785784665,0.1101527431159858,0.7231783524253007,0.0077523555030169,0.0990346434886878,9.553376637202005e-07,0.0206943168286928,0.0391866333006519,0.0543887282528268,0.0420974046665924,0.050610707361935,0.0557938718683411,0.0771280899749163,0.0979630827489172,0.096449173463617,0.0583686429560247,0.0480609537978744,0.0646145501608182,0.0617429504209741,0.0623405750543522,0.0406861517920079,0.0290641290132597,0.0212611374750771,0.0271644691947805,0.0945647844283736,0.9054352155716264,0.7278998542896926,0.447406227418724,0.2228161264349279,0.0669387202439196,0.0252511791925215
37,Legler Regional,8493.0,21796.0,72027.0,0.3026087439432435,0.1179141155400058,5226.0,7851.0,15091.0,0.520243853952687,0.3462991186800079,5.458486271135783,0.8118060863306196,0.1881939136693804,0.8531240426709433,0.1468759573290565,0.7561590430577347,0.7970018418751609,0.2029981581248392,0.1613173138842042,0.101993618839023,0.0830847726267518,0.0558261280891286,0.065929360242874,0.0456578204005762,0.0459589206009487,0.0728448164704457,0.036939912353712,0.0805903030111439,0.0645286892414087,0.0784206777358887,0.0501685822535243,0.023846642035075,0.0204833588236748,0.012409083391619,0.3079621422365997,0.6920378577634002,0.0483656852266871,0.9516343147733128,0.3549873677573113,0.4104781422271448,0.1577784783044667,0.0488880677849375,0.018846910571615,0.0090210333545243,0.4500852144982464,0.41219989307812,0.1012868575131735,0.0234171240829873,0.0100521897825821,0.0029587210448902,0.6567109547771157,0.549172135777806,0.1075388189993095,0.2486495621131677,0.0,0.0066777136418055,0.0198917091054308,0.0075252151459246,0.0577667718371583,0.8187119990509073,0.0010159620255872,0.0042463238088267,0.0001721297721451,0.0938893762234914,0.0241974372818837,0.0720589540542468,0.075876895295115,0.0759239187748197,0.0766530261688278,0.0719608485583196,0.0796693178093693,0.0721183713253352,0.0670718786260769,0.0502697883209108,0.0641363051572703,0.0646887289168787,0.0399035896486914,0.0215654860262042,0.0210081590872065,0.014336776924653,0.0106565644575602,0.2366773229341196,0.7633226770658802,0.4241217839197829,0.1023997033562316,0.032092802779422,0.0057219722029339,0.0020496790045588
38,Lincoln Belmont,168646.0,12445.0,156188.0,0.0796796168719747,1.07976284989884,129149.0,6391.0,67167.0,0.0951508925514017,1.9228043533282717,5.814870913828055,0.9099281624839768,0.0316585549987423,0.8148939985381878,0.0220680273232232,0.9555614446932722,0.961420929132146,0.0385790708678539,0.021495297312539,0.0158923492562586,0.0160850600841946,0.0136800649135573,0.0075826794400375,0.0123976546760564,0.0140493851652089,0.0166562766964627,0.0104545588681176,0.0334302567050275,0.0635179172792707,0.1057533405736219,0.0986180690170019,0.0820268063366972,0.1348371494673588,0.3535231342085882,0.0641478169866547,0.9358521830133454,0.016633689907983,0.983366310092017,0.1531292122343893,0.5302107217857828,0.2744572184767874,0.0358639416891988,0.0042655654168291,0.0020733403970123,0.2644124367437623,0.5278483359151999,0.1723023060716179,0.031346360760947,0.0040905605084728,0.0,0.4021016030991816,0.3602425978244367,0.0418590052747448,0.3077516576134754,0.0002376754350899,0.0155882915870881,0.0373020959353626,0.0062573807847678,0.8146396770036474,0.0282567077008409,0.0017155722454236,0.0594533587982746,0.0012160566981664,0.021704597772304,0.0730140297813426,0.0867923960797142,0.0665216494404576,0.0441383312463626,0.0313971417086109,0.0695332155276269,0.1334406891845786,0.1461363824073148,0.1145896079605958,0.0447211187385097,0.0410654005920528,0.029215858671546,0.0225711845998424,0.0155356855474147,0.010341711580276,0.0036306508354411,0.0056474088094337,0.0233822056695373,0.9766177943304628,0.9276138363757328,0.8207752824799187,0.3472119014837294,0.1192112178227377,0.0223562407731104
39,Lincoln Park,133337.0,12859.0,137424.0,0.0935717196414017,0.9702599254860867,114599.0,7015.0,75874.0,0.0924559137517463,1.5103856393494477,5.867595758629983,0.8777296487043321,0.050760271115013,0.8709161841150043,0.0394045927882471,0.9188742565977928,0.965215731934497,0.034784268065503,0.0604302155500175,0.0266481354737422,0.011182985414346,0.013496496567383,0.017029902966769,0.0184532292743981,0.0157025412612663,0.0135394556370591,0.0068414480266275,0.0317849227225229,0.050462093138602,0.0986821311250452,0.0774363766615693,0.0792993221397254,0.1202226630677516,0.3587880809731734,0.0894359778969909,0.9105640221030088,0.0173180412989168,0.9826819587010832,0.2604616993484099,0.490664776305093,0.2161431771878382,0.0251439488582239,0.0064139885566537,0.0011724097437808,0.4322515845778818,0.4262705564281734,0.1167652371534385,0.0228027232288072,0.0010440650068415,0.0008658336048572,0.3379596964309678,0.2926245235270361,0.0453351729039316,0.3678810491231673,0.0020872240291538,0.0288248439851517,0.0552272618079958,0.013949208700596,0.8252271244377768,0.0360497783661449,0.0003106940366076,0.0725361328322512,0.000229545355296,0.0203227314085897,0.0453239935633333,0.0523045607959383,0.0425118917517439,0.0420862293583087,0.0707671793901833,0.1231489388584636,0.1641557126523207,0.1241127754685182,0.0741622910630254,0.0470669660988943,0.039230347876065,0.0364247790187108,0.0297044073490552,0.0207186177622595,0.0149112608561976,0.0086922061963899,0.0078173772650615,0.0230339755998237,0.976966024400176,0.9320901242583624,0.8536967102282277,0.3903268127741637,0.1480148498300073,0.0296379047861817
40,Little Italy,61193.0,13579.0,118051.0,0.1150265563188791,0.5183607085073401,47793.0,6112.0,48093.0,0.1270871020730667,0.9937620859584556,4.08586492972023,0.8436347104427815,0.0517659954395767,0.9248312934464924,0.075153715433195,0.8724498936819705,0.907505151533992,0.0924948484660079,0.1311427736800942,0.0350867782569347,0.0529418973818062,0.0563978304378511,0.0315244302281168,0.0257526238953883,0.0284530724386956,0.0215162348098481,0.0132078117568793,0.0370793269556488,0.0934795839275388,0.1108409613636621,0.0633234951496689,0.0577871270326925,0.0957597686691567,0.1457062840160165,0.3065021262784532,0.6934978737215467,0.0129619747102485,0.9870380252897516,0.3461326727179622,0.4651196379025579,0.1702392060734757,0.012513519503714,0.0013949331801008,0.0046000306221892,0.5064980047879166,0.4044105791971881,0.0758236916499816,0.0056903576050532,0.0,0.0075773667598602,0.3687626803380342,0.3221013542405571,0.046661326097477,0.2204861809934857,0.0005460841643286,0.0299503080069973,0.2114615081321184,0.0171495935402994,0.4245969449210159,0.2227281660281548,0.0055857209023748,0.2546369398498332,0.0004429316656376,0.0342603320880207,0.0577489645449627,0.0576905123853775,0.0381565261915046,0.019187137024255,0.1024296069576251,0.1876526267944906,0.1680120665319613,0.0979770594216322,0.0625880875676327,0.0296244681785245,0.0292999142178795,0.0309078323760882,0.0249381756305014,0.0220269083770488,0.0109138887702463,0.0064697657363002,0.0256717488626234,0.068664385472927,0.9313356145270728,0.8311976735389357,0.6821734192003325,0.3520230069398659,0.1543742062831225,0.0788574072318705
41,Little Village,39280.0,22362.0,80689.0,0.2771381477029087,0.4868073715128456,15767.0,7035.0,16571.0,0.424536841470038,0.9514815038319956,4.149769095503149,0.8191050585334374,0.1808949414665624,0.8929978460740959,0.1070021539259039,0.7853724008029428,0.8978519695014402,0.1021480304985596,0.1232457931780333,0.0397383602417436,0.0548024140418427,0.0571535815963069,0.0846606273733268,0.1013767113705906,0.0495714682646154,0.063141841682542,0.0336479999650304,0.0699685767777446,0.0781396701431904,0.0853208113741055,0.065847067342615,0.0242763967631637,0.0421297953188966,0.0269788845662513,0.2285322750471373,0.7714677249528626,0.0337234678081461,0.9662765321918536,0.2159929752376431,0.4488504014227165,0.2296144805992712,0.0811080374425735,0.0186793930258827,0.0057547122719126,0.2834967518892917,0.4777037405989818,0.1775302997831077,0.0475084152826146,0.0083513561930906,0.0054094362529131,0.6412557892246524,0.5136261994209532,0.1276295898036991,0.2279802832201131,0.00088017360818,0.0149391957794059,0.0467980612440032,0.0038551847824176,0.3198291305471636,0.2295246842021775,0.0053345845163603,0.0081643859573042,0.0001381569716882,0.33984193578803,0.0971671220172756,0.0528219693366117,0.0646541159682616,0.0707234952934148,0.0650392967876596,0.0977268013736501,0.0987052836331104,0.0938460669955662,0.0749179546147607,0.0547832211105929,0.0578002120057878,0.0364777500976351,0.0367325535441307,0.0286628368733814,0.0152823318073371,0.0081131410737274,0.0111442431720566,0.3711822412525621,0.6288177587474378,0.3254895849236306,0.1376673275484353,0.0410584974046716,0.0120061376811229,0.0062821816167265
