,Branch,Percent of People with Internet Access,Percent of People without Internet Access,Percent of People with Computers,Percent of People without Computers,Percent of People with Computers and Internet,Percent Population in Labor Force 16+: Employed,Percent Population in Labor Force 16+: Unemployed,"Percent Households: Less Than $10,000","Percent Households: $10,000 to $14,999","Percent Households: $15,000 to $19,999","Percent Households: $20,000 to $24,999","Percent Households: $25,000 to $29,999","Percent Households: $30,000 to $34,999","Percent Households: $35,000 to $39,999","Percent Households: $40,000 to $44,999","Percent Households: $45,000 to $49,999","Percent Households: $50,000 to $59,999","Percent Households: $60,000 to $74,999","Percent Households: $75,000 to $99,999","Percent Households: $100,000 to $124,999","Percent Households: $125,000 to $149,999","Percent Households: $150,000 to $199,999","Percent Households: $200,000 or more",Percent Ages 18-64: Living in Poverty,Percent Ages 18-64: At or Above Poverty Level,Percent Households: With Public Assistance Income,Percent Households: No Public Assistance Income,Percent Owner and Renter Occupied Housing: No Vehicles,Percent Owner and Renter Occupied Housing: 1 Vehicle,Percent Owner and Renter Occupied Housing: 2 Vehicles,Percent Owner and Renter Occupied Housing: 3 Vehicles,Percent Owner and Renter Occupied Housing: 4 Vehicles,Percent Owner and Renter Occupied Housing: 5 or More Vehicles,Percent Renter-Occupied Housing: No Vehicles,Percent Renter-Occupied Housing: 1 Vehicle,Percent Renter-Occupied Housing: 2 Vehicles,Percent Renter-Occupied Housing: 3 Vehicles,Percent Renter-Occupied Housing: 4 Vehicles,Percent Renter-Occupied Housing: 5 or More Vehicles,"Percent Workers 16+: Car, Truck, or Van ",Percent Workers 16+: Drove Alone,Percent Workers 16+: Carpooled,Percent Workers 16+: Public Transportation (Includes Taxi),Percent Workers 16+: Motorcycle,Percent Workers 16+: Bicycle,Percent Workers 16+: Walked,Percent Workers 16+: Other Means,Percent: White Alone,Percent: Black or African American Alone,Percent: American Indian and Alaska Native Alone,Percent: Asian Alone,Percent: Native Hawaiian and Other Pacific Islander Alone,Percent: Some Other Race Alone,Percent: Two or More Races,Percent: under 5 years,Percent: 5 to 9 years,Percent: 10 to 14 years,Percent: 15 to 19 years,Percent: 20 to 24 years,Percent: 25 to 29 years,Percent: 30 to 34 years,Percent: 35 to 39 years,Percent: 50 to 54 years,Percent: 55 to 59 years,Percent: 60 to 64 years,Percent: 65 to 69 years,Percent: 70 to 74 years,Percent: 75 to 79 years,Percent: 80 to 84 years,Percent: 85 years and over,Percent: 25+ Less Than High School,Percent: 25+ High School or More,Percent: 25+ Some College or More,Percent: 25+ Bachelor's Degree or More,Percent: 25+ Master's Degree or More,Percent: 25+ Professional School Degree or More,Percent: 25+ Doctorate Degree,Average Cycling Time (Min)
27,Galewood-Mont Clare,0.886196292103141,0.11380370789685886,0.9204520071489646,0.07954799285103552,0.847879152220296,0.9433558283572923,0.05664417164270762,0.05568876476385543,0.021199963973376288,0.035668780452380915,0.05158517311740841,0.04482379486246137,0.05179396009025224,0.03300611762301248,0.03445535911990928,0.02727541484242392,0.057253508715132455,0.09293939000339697,0.09945292999092673,0.0782873172294186,0.08086138426947133,0.08386449643197766,0.15184364451459514,0.07068971010821212,0.9293102898917881,0.04062977942401034,0.9593702205759898,0.10401737931143387,0.38437819666102396,0.36112296639551306,0.11059593498777524,0.0263799612073159,0.013505561436937801,0.17865387170695013,0.5725822651510887,0.16562358528828047,0.06988157259453147,0.011677107013869986,0.001581598245279359,0.7130898486002044,0.62405556730417,0.08903428129603444,0.14689575801364113,0.00159182645051305,0.002303009374975071,0.0248339641038925,0.007380641521267758,0.6174860064134057,0.0909712035398333,0.003511301648580206,0.037893978518114574,9.972501857773531e-05,0.15297943584075255,0.09705834902073585,0.049840131275446564,0.06495151070903325,0.06621670614033559,0.07860555829317747,0.05373770000901803,0.06097756904804752,0.05490106325175035,0.0757043244573325,0.06840860977086273,0.06583143763295002,0.0602113779971989,0.057610220225675385,0.041859430744852204,0.03075364479286097,0.017221250812362525,0.015965642258461105,0.13782731677463136,0.8621726832253687,0.6401092669392517,0.3768659515550632,0.1832535166819133,0.06131038735653259,0.018243638695053663,5.489347965254606
28,Garfield Ridge,0.8743475008734416,0.1256524991265584,0.9116195327319689,0.08838046726803096,0.8437651320542953,0.9419156856447176,0.058084314355282024,0.03637497102239411,0.022310858432341114,0.03930229787855263,0.026860576603565257,0.039125558740990156,0.022931706297829414,0.02876404164493145,0.06850824284693391,0.028023735553061892,0.05100211193182672,0.07984244100245505,0.1415722672039449,0.1444031293063404,0.09125741588614994,0.10166103357991119,0.07805961206877117,0.06558588213900492,0.9344141178609947,0.027444043475309546,0.9725559565246905,0.05475610256649016,0.3353636284221721,0.41875709287339263,0.13086651687928966,0.04437570282667841,0.01588095643197694,0.09085548816030521,0.5153471301343001,0.279952915890857,0.08568444716102727,0.017310518540333553,0.010849500113176444,0.85072340150595,0.7415294693010649,0.10919393220488519,0.071709191123354,0.0002503400817641234,0.003876971181129851,0.020636437916267947,0.005069215453339299,0.6904625537129967,0.00697550111022601,0.006356866957729985,0.014088440874483004,9.892793906704266e-06,0.15549870706391578,0.12660803748674163,0.05977175651324444,0.06992890785466611,0.07376852990253831,0.05872901084211508,0.04656677575710441,0.06335958559117401,0.06851433441821064,0.08291202835476173,0.07656592704005487,0.07087951182227457,0.06196176823268737,0.051611539987494286,0.034200933791544215,0.019156654342715098,0.01358363818553976,0.01608266815756288,0.17372685532572876,0.8262731446742713,0.5044990242264293,0.23564328240448548,0.08151675370912667,0.01624712062812034,0.007567725376990908,5.864356310974986
29,Greater Grand Crossing,0.7887131599031929,0.21128684009680712,0.8952649662868872,0.1047350337131127,0.7500766569166953,0.8182234969096377,0.18177650309036233,0.20156272012660173,0.061042387338523005,0.07841546375290835,0.07549949978245352,0.04083842306875971,0.04875345846522903,0.049063266694943965,0.03199691409181257,0.03040855704009445,0.08990338571907658,0.07172446209812205,0.1058593680499755,0.053870038424863965,0.020337494722381163,0.025506388775880996,0.015218171848372718,0.2804375769461532,0.7195624230538468,0.06024035424594697,0.9397596457540528,0.3635556750931552,0.4475521824727543,0.13220984810331018,0.0363874789774257,0.01916368903445324,0.001131126318901221,0.4939083578929938,0.38598178284670087,0.10925288268380673,0.008563304935502844,0.002097261349091092,0.00019641029190461284,0.5913286992160858,0.512125074334493,0.07920362488159272,0.2952670091693202,0.0,0.0017976261652825735,0.015862012794517558,0.023785800116582205,0.021168803837637484,0.9517893487894944,0.002036295982116298,0.0015150952793770466,0.0005055869380150164,0.007026577730566122,0.015958291442793673,0.04777318239151016,0.07535977516704583,0.08067069603885332,0.06365308878592257,0.06503969909148928,0.07912842467077714,0.07561247402580452,0.056996556896618665,0.057243376617106004,0.05950052394845994,0.07587551104299747,0.047557649103116634,0.03386665400065993,0.01907994236313192,0.010056126220088807,0.02564958202425547,0.11714537891147152,0.8828546210885284,0.6048304398663299,0.21913835431087383,0.08748139234031878,0.01818766498227999,0.007288901577845096,5.066660009803691
30,Hall,0.8536099910768399,0.14639000892316,0.878085596597989,0.10168436562798996,0.8105386100698947,0.8254626801902355,0.1745373198097644,0.1746902741981371,0.08294380595489753,0.06408371248407435,0.04625953007554844,0.04862705264005833,0.04578359520186672,0.049814087847433575,0.027731059981107056,0.03099246016356327,0.05209106072008264,0.07048045635189575,0.12552618227834347,0.06891529417324273,0.030694177271797355,0.04580852899744308,0.03555872166050808,0.24298602718599435,0.7570139728140057,0.03584180323793903,0.9641581967620608,0.3272479542366939,0.46688315167756517,0.13892670655731584,0.05491791424626605,0.007051590993621406,0.00497268228853756,0.411215895690115,0.47616547606238113,0.08373585197511206,0.026005622675054477,0.0016931741133794384,0.0011839794839576155,0.5555157181574374,0.5091729100067744,0.046342808150662905,0.24480317604420831,0.0,0.01580260726798739,0.03224316637345876,0.009324897641547737,0.07224389041173027,0.8660445411056625,0.0007914615232608182,0.011015470567738115,0.0007807652212477333,0.00924964114431898,0.03987423002604124,0.0679049910569553,0.06523426009856426,0.05977043266612716,0.061464538448547615,0.05663252690061462,0.10315775496714513,0.06639482058416735,0.06520030616209312,0.07043135903437289,0.06418891883545555,0.07326060377810716,0.046884617014355055,0.03355459867631988,0.01789756408895139,0.011640764746633033,0.013648878417811343,0.11977609636560273,0.8802239036343975,0.6471006681848486,0.3554817706799495,0.13821088452057934,0.033870651236288435,0.01497588729987573,5.423041832930527
31,Harold Washington Library Center,0.9209148325092911,0.023225239136205954,0.7192179716157145,0.015758080799210365,0.8983907072485209,0.935494252713036,0.06450574728696386,0.058556111065801913,0.019031932558863464,0.015836173685262696,0.010096522590381105,0.01485616101061989,0.01879536048060589,0.014958469716452023,0.02686934471593263,0.014397024356868364,0.038751475380200975,0.07613858545686664,0.11358459000340186,0.13565979569514275,0.08391555167033823,0.1152143862220888,0.2433385153911722,0.09911825942721933,0.9008817405727807,0.015872115554385304,0.9841278844456147,0.4321455475097893,0.46900800082851435,0.0983415764483481,0.0004213084767218925,8.356673662645686e-05,0.0,0.5628898789779442,0.3730649079445769,0.06363427914682179,0.0004109339306569928,0.0,0.0,0.26708511524285505,0.24972582514175534,0.01735929010109971,0.2128318219916627,5.9043882141124786e-05,0.013988016022568866,0.2828839797897316,0.02299471814885348,0.6088694661334837,0.10158393558724632,0.005805141683207499,0.20714264614006808,6.46061051732036e-05,0.025378106394743336,0.051156097956077805,0.030782154738901106,0.019791481824083617,0.011187901699592346,0.053474420437714214,0.10891745650187383,0.1843606228616282,0.16718053719912318,0.10759326391660577,0.04169025206033829,0.04202360515253937,0.040950829900041,0.0356886517560315,0.027174114486000996,0.015732585990231425,0.006153006828945391,0.0056715489536291325,0.03011839619042412,0.9698816038095758,0.9280291277627705,0.8120727671274411,0.4480842186621112,0.18613612544505448,0.06096845643536884,5.750439985158152
32,Hegewisch,0.8779691530477163,0.12203084695228354,0.9192305000459003,0.0807694999540998,0.8530645148551095,0.9010771421166173,0.09892285788338276,0.08047641502375673,0.03512791580834025,0.10641417122688943,0.01843003057461356,0.08507192771934605,0.037143374574180335,0.02010024876797774,0.029636305062218593,0.03862616987496748,0.07466230307988049,0.09918896465269919,0.1302838513226591,0.0708972030980077,0.07811777729924424,0.055234359408742745,0.04058898250647555,0.13320840220098934,0.8667915977990107,0.04011775519138255,0.9598822448086172,0.10159612747624545,0.4255465604971535,0.337572425120278,0.08102492243064248,0.03632297040677178,0.017936994068908658,0.17569020388184867,0.5332559998528518,0.26063511206176637,0.011863531735020917,0.006953502715451022,0.011601649753061063,0.7979264192932735,0.7329845047028952,0.06494191459037846,0.10350220410194412,0.0,0.0,0.010931091913961265,0.010281128656034881,0.534434769068552,0.2164239968387032,0.0021334412297414557,0.0018018008577129609,0.0,0.17200704779000414,0.07319894421528621,0.06355056980377828,0.07429722680475656,0.07436106645162267,0.06815684914426161,0.05771929458655824,0.06587749248838211,0.06547324042625949,0.07143505250174344,0.07783011677285147,0.06602413391646508,0.05775844265456718,0.04978657238126766,0.03382804769512982,0.025475774236487156,0.018598859569965865,0.021921991981333447,0.15972956820879583,0.8402704317912043,0.49121645364178135,0.15096349176459464,0.06040381931014663,0.0076388634120457466,0.001512210072498761,14.240008547806944
33,Humboldt Park,0.8980377499407473,0.10196225005925294,0.9149517748467483,0.0769649730195695,0.8632102067746311,0.9511990646824993,0.04880093531750062,0.05894005436509443,0.04595419492871288,0.02428320370034839,0.028539633947432155,0.045871762399472306,0.03412685244268255,0.021886062232895864,0.022795976791751903,0.02811483528746197,0.08681380006336253,0.10000997539954377,0.13279260447450134,0.09561899977584583,0.07344890640097809,0.08794384114177364,0.11285929664814182,0.13904545501029578,0.8609545449897043,0.03376708641074088,0.966232913589259,0.1984899370363037,0.4915240712981106,0.2517710914597706,0.030727806777734668,0.020777509074472535,0.006709584353607742,0.280592097794064,0.5031063880430439,0.19060899778480206,0.014327365425122304,0.0078866244875105,0.0034785264654571047,0.5535574940942087,0.48633752654424184,0.06721996754996705,0.21743675207507843,0.0023062177574582755,0.03652780702601164,0.03669398431070089,0.012890195138251983,0.6011110135470801,0.10964376614159053,0.005670527048371709,0.033162152345458884,0.0007983826078769065,0.12522247275156287,0.1243916855580589,0.05755554972734026,0.041242514895992684,0.05098846527550441,0.046291829786566666,0.06511390878075014,0.14809205860880642,0.1456514590594856,0.11205749451334193,0.04504655249328819,0.043200823471984624,0.04235604091779147,0.03208906425911241,0.01851069405104622,0.008482709270796158,0.008502359740250102,0.0074205357920190075,0.13312220458917656,0.8668777954108231,0.6743584944463596,0.48480141272715144,0.16732116332281868,0.04753232581042762,0.012861281935398169,3.91874135513317
34,Independence,0.9038125307012594,0.09618746929874056,0.9502683916419709,0.04973080190800192,0.8683190257608163,0.9358241753690129,0.06417582463098727,0.03816372678652924,0.03597553096638809,0.02562878257921214,0.037324631179724274,0.03859575431496395,0.03877264973242033,0.04483587386169635,0.02449507909930097,0.02647980752648068,0.07665952104748265,0.08400015657330547,0.14338728361154796,0.10268530101069301,0.06870854698495935,0.09915662422498182,0.11513073050031303,0.08626618534142119,0.9137338146585787,0.027968726324470995,0.9720312736755289,0.1581622031143135,0.4585830328803332,0.30180845721876465,0.06351148630142299,0.014272777636823048,0.003662042848342343,0.24778799087387,0.4431666383169964,0.25687089211057496,0.04384260225602981,0.0065230185745074965,0.0018088578680210891,0.557712149420775,0.47647683660156287,0.08123531281921192,0.24136563289037694,0.0006121334780216871,0.017715741163328077,0.03165296461946556,0.010305849907661526,0.6088810537460523,0.03925022344017928,0.004917554154299652,0.07031612106731347,0.0008999590396796831,0.15369177351081137,0.12204331504166414,0.05879615696125389,0.05323428765940094,0.05894382720688417,0.056556094251126676,0.05942338369612329,0.09427840305739346,0.11110202679326772,0.09182069444687166,0.057340729029239555,0.0638795263173313,0.04565688007718692,0.031227002286424204,0.02967624800422863,0.0126791332092797,0.00965690869131879,0.007600914853398259,0.15254965491498293,0.8474503450850172,0.6334965416546436,0.4407751431283436,0.1605541146692979,0.034854924880760724,0.011996923921762341,4.829516724126392
35,Jefferson Park,0.865429250306836,0.13457074969316407,0.9224874589590982,0.07751254104090176,0.8430580765899364,0.9380494366752489,0.061950563324751094,0.04404219011338992,0.023936158811478276,0.03074719746135152,0.03934691832892062,0.03167474530712977,0.043770721402894,0.03589761673296247,0.02851906044735346,0.03793792567373052,0.07376114062929882,0.08566803820618754,0.1397271441036758,0.12013313085335486,0.06478337887213748,0.10610031164016638,0.09395432141596803,0.08763184866939558,0.9123681513306044,0.024237717729456154,0.9757622822705441,0.11597177758895062,0.42866015106441985,0.3431148548370801,0.07296139358951813,0.028358027269208323,0.0109337956508229,0.1626960393401302,0.49612776935374897,0.2873606027407393,0.02727419996693045,0.0194448284312524,0.00709656016719868,0.6695955010157087,0.6006898462025597,0.06890565481314916,0.19740883450551483,0.0008068449154955019,0.004174630680007342,0.014936663643500521,0.00869827453346717,0.6986937796494139,0.02388136114589466,0.001999521508384569,0.09858148096584969,0.0013633340298172308,0.08960793268484582,0.08587259001579367,0.05223160637785413,0.0565652038733165,0.049923831435710185,0.052999258294143696,0.05325011653390524,0.06311688501258388,0.08967384619935519,0.07858333154541908,0.0727198058691846,0.06257754892008313,0.06827428545858485,0.057154977002966595,0.035136556486617405,0.021710030094286337,0.01969763494811922,0.024101827656786604,0.08661163305337215,0.9133883669466276,0.6872336921031471,0.4333060783094553,0.15230218184933275,0.033969852287798856,0.013118230581198806,4.776652634383358
36,Jeffery Manor,0.8865238575814002,0.11347614241859964,0.9153753491621581,0.08462465083784158,0.8596301560801977,0.8931451764226103,0.10685482357738962,0.07697214986274549,0.0573879814927441,0.057697593821561706,0.07172614521870367,0.06029336690749681,0.04979418030804909,0.0299217666121044,0.07070750330343548,0.037757555509560115,0.08657396632790273,0.07999358923869115,0.12450145242954747,0.08758892087089593,0.0512149301873539,0.028689545129504345,0.029179352779702745,0.17920974575342835,0.8207902542465717,0.04063237863324413,0.9593676213667558,0.1548523698750189,0.41647302975101735,0.3038417587607288,0.0868962174128726,0.02523989874201166,0.012696725458350464,0.24948140097597443,0.47125633021753405,0.20851369408996562,0.054362819849256706,0.007531116062451985,0.008854638804816987,0.7680617118329176,0.652480363286158,0.11558134854675983,0.1501436241659096,0.0,0.0,0.010094165454433491,0.01028989693586457,0.39453260148737673,0.35422438341030393,0.008402180547329649,0.003145605850869481,0.0,0.15129545486197507,0.08839977384214519,0.056819600201641625,0.06637811755777726,0.09565250205826584,0.0676663116399989,0.07594027146314736,0.055154938415592956,0.06503406981141022,0.08042432083717448,0.06536073369251828,0.05384040027094753,0.05502017360320578,0.05833473182229161,0.035671054624797395,0.018691048414670577,0.015481674318245394,0.015762684338882754,0.20333103436707275,0.7966689656329271,0.47643015337103944,0.18262957680330502,0.06524413123094434,0.009735841152953872,0.0029537048792541245,11.141015737698767
37,Kelly,0.7683703113864119,0.23162968861358818,0.8310694826839392,0.16893051731606093,0.7161136234540925,0.7622676696693751,0.23773233033062474,0.26778216068876726,0.11256659809723431,0.08985362015572923,0.091052724550986,0.051900718337396685,0.05550686802249156,0.04506706412631984,0.031163525564570776,0.03546538985504636,0.06567724551542804,0.06262585609251957,0.04966877215426557,0.023081932135383045,0.008168782216139257,0.0016594436158369715,0.008759298871885191,0.41302992741171846,0.5869700725882817,0.060858091465498025,0.9391419085345023,0.5322937553630347,0.33022794961702856,0.09834956826533349,0.02647108572340646,0.007865087077184816,0.004792553954011957,0.5920857652498561,0.31142811288993394,0.07923380885197116,0.01720645820923781,4.585479900088129e-05,0.0,0.526645610939901,0.4719696842948799,0.05467592664502124,0.3776880485181175,0.0,0.004875851908036336,0.02563206998898697,0.014022219140936638,0.03479643110017696,0.9277009557741276,0.002532684469304892,0.006218949090638956,0.0,0.00871920434514089,0.020031775220610903,0.05985866649306978,0.07707798325511114,0.08639273108945371,0.08821268736667394,0.051710320596722245,0.08085648138094738,0.06346941592650736,0.04010165582646418,0.06566165032252047,0.06417737166594134,0.07268867966984956,0.043121946116964065,0.03627029232085414,0.02796791977265119,0.016494782389162906,0.0218544122231874,0.18339190574353606,0.8166080942564637,0.454300280142708,0.11908118580375665,0.03716985055338143,0.005433247072263623,0.0024444533724899873,5.458486271135783
38,King,0.8032325606717582,0.1594456810090067,0.8556147862425757,0.10578063602449889,0.8019942261178179,0.8529937521918172,0.14700624780818272,0.18952580597154317,0.10342529510489663,0.055004346011739855,0.042484748467628036,0.04235066691687819,0.04902478302703126,0.02484507745525075,0.027440394989001752,0.029127837212421234,0.08436057234627387,0.08220340854456155,0.06793567673746308,0.060953030913331936,0.041412529527153075,0.0483449103538962,0.05156091642092881,0.2644006649991267,0.735599335000873,0.03163153299912103,0.968368467000879,0.3987746423984995,0.4486455899028781,0.12686865486513274,0.019210629169741002,0.0057203231380176505,0.0007801605257309697,0.5019330447570249,0.42171761028414784,0.0723927415080754,0.0038851884882536605,2.4045603243726063e-06,6.901040217388796e-05,0.5269959214084785,0.46539085434477623,0.06160506706370224,0.2596763305970988,0.0,0.008281134163477671,0.05677156139212598,0.006668785784665017,0.11015274311598587,0.7231783524253007,0.007752355503016921,0.0990346434886878,9.553376637202003e-07,0.02069431682869286,0.0391866333006519,0.05438872825282682,0.04209740466659242,0.050610707361935035,0.05579387186834115,0.07712808997491635,0.09796308274891723,0.09644917346361703,0.058368642956024744,0.04806095379787442,0.06461455016081824,0.06174295042097413,0.06234057505435229,0.040686151792007935,0.029064129013259762,0.021261137475077196,0.027164469194780508,0.09456478442837368,0.9054352155716263,0.7278998542896926,0.44740622741872405,0.22281612643492793,0.06693872024391966,0.0252511791925215,5.814870913828055
39,Legler Regional,0.8118060863306196,0.18819391366938049,0.8531240426709433,0.14687595732905656,0.7561590430577347,0.7970018418751609,0.2029981581248392,0.16131731388420428,0.10199361883902308,0.08308477262675185,0.055826128089128686,0.06592936024287405,0.045657820400576206,0.04595892060094875,0.07284481647044579,0.03693991235371207,0.0805903030111439,0.0645286892414087,0.0784206777358887,0.05016858225352434,0.023846642035075083,0.020483358823674826,0.012409083391619051,0.3079621422365997,0.6920378577634002,0.048365685226687175,0.9516343147733127,0.3549873677573113,0.4104781422271448,0.15777847830446676,0.048888067784937594,0.018846910571615038,0.009021033354524343,0.4500852144982464,0.41219989307812,0.10128685751317357,0.023417124082987354,0.01005218978258216,0.002958721044890238,0.6567109547771157,0.549172135777806,0.10753881899930953,0.24864956211316777,0.0,0.006677713641805587,0.019891709105430862,0.0075252151459246925,0.05776677183715834,0.8187119990509073,0.0010159620255872387,0.004246323808826767,0.0001721297721451088,0.09388937622349146,0.024197437281883703,0.07205895405424688,0.07587689529511508,0.07592391877481978,0.07665302616882783,0.07196084855831966,0.07966931780936938,0.0721183713253352,0.06707187862607697,0.050269788320910856,0.06413630515727034,0.06468872891687874,0.03990358964869142,0.021565486026204266,0.0210081590872065,0.014336776924653077,0.01065656445756026,0.23667732293411964,0.7633226770658802,0.4241217839197829,0.1023997033562316,0.03209280277942207,0.005721972202933966,0.002049679004558873,5.867595758629983
40,Lincoln Belmont,0.9099281624839769,0.031658554998742365,0.8148939985381878,0.022068027323223223,0.9555614446932722,0.9614209291321459,0.03857907086785397,0.02149529731253905,0.015892349256258678,0.01608506008419468,0.013680064913557326,0.007582679440037592,0.012397654676056458,0.014049385165208919,0.016656276696462767,0.010454558868117612,0.033430256705027514,0.06351791727927077,0.10575334057362196,0.09861806901700192,0.0820268063366972,0.13483714946735886,0.3535231342085882,0.06414781698665477,0.9358521830133454,0.016633689907983074,0.983366310092017,0.1531292122343893,0.5302107217857828,0.27445721847678745,0.03586394168919889,0.004265565416829106,0.002073340397012322,0.2644124367437623,0.5278483359151999,0.17230230607161795,0.031346360760947066,0.004090560508472839,0.0,0.4021016030991816,0.36024259782443674,0.04185900527474481,0.3077516576134754,0.00023767543508994906,0.01558829158708811,0.03730209593536268,0.00625738078476784,0.8146396770036474,0.028256707700840974,0.0017155722454236493,0.059453358798274625,0.0012160566981664182,0.021704597772304032,0.07301402978134268,0.08679239607971428,0.06652164944045763,0.04413833124636263,0.03139714170861096,0.06953321552762692,0.13344068918457863,0.14613638240731483,0.11458960796059584,0.04472111873850972,0.041065400592052825,0.029215858671546,0.022571184599842437,0.015535685547414782,0.010341711580276055,0.003630650835441197,0.0056474088094337896,0.023382205669537394,0.9766177943304627,0.9276138363757328,0.8207752824799187,0.3472119014837294,0.11921121782273773,0.022356240773110422,4.08586492972023
41,Lincoln Park,0.8777296487043321,0.050760271115013016,0.8709161841150043,0.03940459278824711,0.9188742565977928,0.965215731934497,0.03478426806550309,0.060430215550017506,0.02664813547374222,0.01118298541434602,0.013496496567383007,0.01702990296676902,0.018453229274398197,0.01570254126126636,0.01353945563705917,0.006841448026627571,0.03178492272252298,0.050462093138602025,0.09868213112504526,0.07743637666156938,0.07929932213972549,0.12022266306775165,0.35878808097317344,0.08943597789699094,0.9105640221030089,0.017318041298916842,0.9826819587010831,0.26046169934840996,0.490664776305093,0.21614317718783826,0.025143948858223953,0.0064139885566537784,0.0011724097437808007,0.4322515845778818,0.42627055642817346,0.11676523715343852,0.022802723228807213,0.0010440650068415823,0.0008658336048572525,0.3379596964309678,0.2926245235270361,0.04533517290393163,0.3678810491231673,0.00208722402915384,0.028824843985151734,0.05522726180799583,0.013949208700596091,0.8252271244377768,0.036049778366144904,0.00031069403660761503,0.07253613283225127,0.00022954535529601575,0.02032273140858972,0.04532399356333338,0.05230456079593832,0.042511891751743976,0.04208622935830872,0.0707671793901833,0.12314893885846366,0.1641557126523207,0.12411277546851829,0.07416229106302544,0.04706696609889431,0.039230347876065004,0.03642477901871082,0.029704407349055287,0.020718617762259587,0.014911260856197697,0.008692206196389926,0.007817377265061553,0.02303397559982375,0.9769660244001761,0.9320901242583624,0.8536967102282277,0.39032681277416376,0.14801484983000734,0.02963790478618179,4.149769095503149
42,Little Italy,0.8436347104427815,0.051765995439576745,0.9248312934464925,0.07515371543319509,0.8724498936819705,0.9075051515339921,0.0924948484660079,0.13114277368009425,0.03508677825693479,0.05294189738180621,0.05639783043785119,0.03152443022811683,0.025752623895388342,0.028453072438695656,0.021516234809848187,0.013207811756879398,0.03707932695564881,0.09347958392753888,0.1108409613636621,0.06332349514966895,0.05778712703269257,0.09575976866915675,0.14570628401601654,0.3065021262784532,0.6934978737215467,0.012961974710248536,0.9870380252897515,0.3461326727179622,0.4651196379025579,0.17023920607347579,0.012513519503714047,0.001394933180100842,0.004600030622189223,0.5064980047879166,0.40441057919718815,0.07582369164998162,0.005690357605053273,0.0,0.007577366759860279,0.3687626803380342,0.3221013542405571,0.04666132609747709,0.2204861809934857,0.0005460841643286061,0.02995030800699736,0.21146150813211845,0.017149593540299428,0.42459694492101596,0.22272816602815484,0.005585720902374834,0.25463693984983327,0.0004429316656376876,0.034260332088020706,0.05774896454496277,0.05769051238537751,0.038156526191504656,0.019187137024255084,0.10242960695762511,0.18765262679449068,0.16801206653196132,0.09797705942163225,0.06258808756763272,0.02962446817852458,0.02929991421787951,0.030907832376088296,0.024938175630501415,0.022026908377048814,0.010913888770246304,0.006469765736300284,0.025671748862623467,0.06866438547292704,0.9313356145270728,0.8311976735389357,0.6821734192003325,0.3520230069398659,0.1543742062831225,0.07885740723187055,3.21259301648466
43,Little Village,0.8191050585334374,0.18089494146656246,0.8929978460740959,0.10700215392590391,0.7853724008029428,0.8978519695014402,0.10214803049855961,0.12324579317803334,0.039738360241743605,0.05480241404184271,0.057153581596306985,0.08466062737332684,0.10137671137059061,0.04957146826461545,0.06314184168254203,0.03364799996503044,0.06996857677774465,0.07813967014319043,0.08532081137410558,0.065847067342615,0.02427639676316374,0.04212979531889661,0.026978884566251332,0.22853227504713733,0.7714677249528626,0.03372346780814618,0.9662765321918535,0.2159929752376431,0.4488504014227165,0.22961448059927125,0.0811080374425735,0.01867939302588274,0.005754712271912624,0.28349675188929174,0.4777037405989818,0.17753029978310775,0.04750841528261467,0.008351356193090622,0.0054094362529131974,0.6412557892246524,0.5136261994209532,0.12762958980369915,0.2279802832201131,0.0008801736081800367,0.014939195779405934,0.046798061244003285,0.0038551847824176773,0.31982913054716366,0.2295246842021775,0.005334584516360373,0.008164385957304258,0.00013815697168829407,0.33984193578803007,0.09716712201727565,0.05282196933661172,0.06465411596826168,0.07072349529341487,0.06503929678765963,0.09772680137365014,0.0987052836331104,0.09384606699556626,0.07491795461476075,0.05478322111059299,0.05780021200578784,0.036477750097635195,0.03673255354413078,0.028662836873381493,0.015282331807337148,0.008113141073727488,0.011144243172056601,0.3711822412525621,0.6288177587474378,0.32548958492363067,0.1376673275484353,0.041058497404671684,0.01200613768112293,0.006282181616726504,4.71395108660319
